Ano,Mes,Dia,Codigo do Item,Ordem de Producao,Horas Totais,Horas Paradas,Horas Efetivas,kg,t/h,Horas OE,Horas Disponiveis,Turno
2024,5,17,11862995,22100906,2.40,0.30,2.10,"81,510",33.96,0.30,2.40,2
2024,5,17,14022705,22145053,0.15,0.00,0.15,"3,060",20.40,0.00,0.15,2
2024,5,17,17017215,22137330,1.95,1.17,0.78,"17,790",9.12,1.17,1.53,2
2024,5,17,14379825,22145431,0.45,0.00,0.45,"15,090",33.53,0.00,0.45,2
2024,5,17,11911025,22146968,0.48,0.00,0.48,"10,425",21.57,0.00,0.48,2
2024,5,17,14240325,22145054,0.47,0.17,0.30,"8,035",17.22,0.17,0.30,2
2024,5,18,14240325,22145054,0.88,0.42,0.47,"14,467",16.38,0.42,0.47,1
2024,5,18,17201885,22137332,0.48,0.00,0.48,"6,660",13.78,0.00,0.48,1
2024,5,18,11862005,22137318,0.18,0.00,0.18,"1,980",10.80,0.00,0.18,1
2024,5,18,11862115,22145048,0.13,0.00,0.13,"2,010",15.07,0.00,0.13,1
2024,5,18,11906175,22137335,0.40,0.00,0.40,"10,560",26.40,0.00,0.40,1
2024,5,18,11863235,22137328,0.27,0.17,0.10,"4,440",16.65,0.17,0.27,1
2024,5,18,11863005,22137326,0.47,0.25,0.22,"7,500",16.07,0.25,0.47,1
2024,5,18,11867325,22147622,3.07,0.80,2.27,"93,600",30.52,0.80,3.07,1
2024,5,20,11867325,22147622,1.88,0.33,1.55,"62,100",32.97,0.33,1.72,1
2024,5,20,11862165,22139529,1.82,1.00,0.82,"32,970",18.15,1.00,1.47,1
2024,5,20,11862175,22147619,3.25,1.20,2.05,"78,000",24.00,1.20,3.25,1
2024,5,20,11863185,22145050,1.93,1.20,0.73,"22,500",11.64,1.20,1.93,1
2024,5,20,11863585,22147621,1.88,0.40,1.48,"57,720",30.65,0.40,1.88,1
2024,5,20,11863585,22147621,2.75,0.72,2.03,"97,470",35.44,0.72,2.75,2
2024,5,20,11867185,22152895,2.50,0.32,2.18,"77,640",31.06,0.32,2.50,2
2024,5,20,11860895,22137316,1.47,0.25,1.22,"37,290",25.43,0.25,1.47,2
2024,5,20,11862175,22152893,2.42,0.27,2.15,"74,400",30.79,0.27,2.42,2
2024,5,20,17034195,22152897,0.40,0.25,0.15,"6,000",15.00,0.25,0.15,2
2024,5,20,11863585,22152894,1.57,0.38,1.18,"43,680",27.88,0.38,1.40,2
2024,5,21,11863585,22152894,1.23,0.43,0.80,"34,320",27.83,0.43,0.80,1
2024,5,21,11862375,22137324,2.75,0.82,1.93,"81,900",29.78,0.82,1.93,1
2024,5,21,13952985,22161486,0.42,0.00,0.42,"9,060",21.74,0.00,0.42,1
2024,5,21,11911015,22154410,1.42,0.00,1.42,"44,730",31.57,0.00,1.42,1
2024,5,21,11906015,22162883,0.63,0.17,0.47,"10,500",16.58,0.17,0.63,1
2024,5,21,13599145,22146970,2.42,0.33,2.08,"67,500",27.93,0.33,2.42,1
2024,5,21,17013495,22161428,0.77,0.53,0.23,"9,240",12.05,0.53,0.77,1
2024,5,21,13986725,22161415,1.05,0.00,1.05,"45,180",43.03,0.00,1.05,1
2024,5,21,13986735,22162886,0.37,0.00,0.37,"4,530",12.35,0.00,0.37,2
2024,5,21,13935485,22168791,1.15,0.97,0.18,"1,470",1.28,0.97,1.03,2
2024,5,21,11862055,22162879,1.78,0.00,1.78,"81,780",45.86,0.00,1.78,2
2024,5,21,11862395,22146967,2.82,0.67,2.15,"82,500",29.29,0.67,2.82,2
2024,5,21,11862025,22168788,1.38,0.83,0.55,"22,500",16.27,0.83,0.80,2
2024,5,21,11862775,22168789,0.12,0.00,0.12,"3,000",25.71,0.00,0.12,2
2024,5,21,11862145,22162727,0.57,0.00,0.57,"15,900",28.06,0.00,0.57,2
2024,5,21,11862115,22162726,0.73,0.23,0.50,"17,280",23.56,0.23,0.73,2
2024,5,21,11862015,22162775,0.57,0.00,0.57,"16,500",29.12,0.00,0.57,2
2024,5,21,11863235,22168790,0.50,0.25,0.25,"7,500",15.00,0.25,0.50,2
2024,5,21,17421765,22162776,0.50,0.00,0.50,"14,400",28.80,0.00,0.50,2
2024,5,21,11906175,22169363,0.52,0.17,0.35,"7,590",14.69,0.17,0.35,2
2024,5,22,11905945,22169803,1.40,0.83,0.57,"22,530",16.09,0.83,1.23,1
2024,5,22,11862175,22161594,2.77,0.95,1.82,"78,000",28.19,0.95,2.55,1
2024,5,22,13986185,22161427,1.20,0.00,1.20,"30,000",25.00,0.00,1.20,1
2024,5,22,11867325,22170035,4.25,0.53,3.72,"156,210",36.76,0.53,4.25,1
2024,5,22,12667495,22169326,0.38,0.00,0.38,"8,800",22.96,0.00,0.38,1
2024,5,22,11867185,22162882,0.72,0.25,0.47,"21,840",30.47,0.25,0.72,1
2024,5,22,11867185,22162882,1.47,0.00,1.47,"56,130",38.27,0.00,1.47,2
2024,5,22,11863185,22161422,0.98,0.28,0.70,"22,470",22.85,0.28,0.98,2
2024,5,22,11862165,22169323,1.35,0.00,1.35,"44,910",33.27,0.00,1.35,2
2024,5,22,11862175,22175587,5.43,1.60,3.83,"156,750",28.85,1.60,5.43,2
2024,5,22,11867165,22123527,1.07,0.37,0.70,"22,500",21.09,0.37,0.70,2
2024,5,22,13849705,22161426,0.23,0.00,0.23,"1,200",5.14,0.00,0.23,2
2024,5,22,13849035,22176318,0.55,0.17,0.38,"15,000",27.27,0.17,0.38,2
2024,5,23,13849035,22176318,0.37,0.17,0.20,"9,000",24.55,0.17,0.20,1
2024,5,23,11867145,22169325,0.53,0.00,0.53,"7,530",14.12,0.00,0.53,1
2024,5,23,13848975,22179499,1.32,0.17,1.15,"33,090",25.13,0.17,1.32,1
2024,5,23,13824055,22170037,2.62,0.97,1.65,"67,350",25.74,0.97,2.62,1
2024,5,23,11867325,22174662,2.90,0.80,2.10,"78,000",26.90,0.80,2.90,1
2024,5,23,11863585,22182766,2.87,1.17,1.70,"77,820",27.15,1.17,2.87,1
2024,5,23,12485595,22183129,0.10,0.10,0.00,"1,500",15.00,0.10,0.00,1
2024,5,23,12485595,22183129,3.15,1.10,2.05,"79,890",25.36,1.10,3.15,2
2024,5,23,14022605,22169515,0.88,0.00,0.88,"25,200",28.53,0.00,0.88,2
2024,5,23,11863315,22169513,2.83,0.33,2.50,"81,990",28.94,0.33,2.83,2
2024,5,23,13296015,22185005,1.93,0.00,1.93,"52,500",27.16,0.00,1.93,2
2024,5,23,13966475,22176320,1.85,0.83,1.02,"31,217",16.87,0.83,1.85,2
2024,5,23,11862375,22169510,0.45,0.43,0.02,"1,650",3.67,0.43,0.28,2
2024,5,24,11862375,22169510,2.12,0.17,1.95,"80,850",38.20,0.17,1.95,1
2024,5,24,17008525,22169516,0.18,0.17,0.02,"2,940",16.04,0.17,0.18,1
2024,5,24,13947195,22176319,0.60,0.55,0.05,"4,440",7.40,0.55,0.30,1
2024,5,24,12916725,22176317,0.77,0.52,0.25,"7,410",9.67,0.52,0.77,1
2024,5,24,13944935,22169514,0.55,0.00,0.55,"22,380",40.69,0.00,0.55,1
2024,5,24,12842975,22176360,0.87,0.43,0.43,"13,290",15.33,0.43,0.87,1
2024,5,24,11863025,22161596,2.02,0.00,2.02,"82,620",40.97,0.00,2.02,1
2024,5,24,12424845,22176316,0.13,0.00,0.13,"1,000",7.50,0.00,0.13,1
2024,5,24,11862295,22187993,0.88,0.23,0.65,"22,500",25.47,0.23,0.88,1
2024,5,24,14022635,22176321,0.80,0.00,0.80,"22,380",27.98,0.00,0.80,1
2024,5,24,11863035,22176312,0.75,0.02,0.73,"29,520",39.36,0.00,0.75,1
2024,5,24,11856115,22176308,0.95,0.23,0.72,"31,620",33.28,0.23,0.95,1
2024,5,24,11862015,22184321,0.37,0.00,0.37,"3,060",8.35,0.00,0.37,2
2024,5,24,11862115,22170029,0.82,0.58,0.23,"10,470",12.82,0.58,0.82,2
2024,5,24,11862145,22191633,0.97,0.00,0.97,"26,700",27.62,0.00,0.97,2
2024,5,24,11905965,22176315,0.40,0.28,0.12,"6,090",15.23,0.28,0.40,2
2024,5,24,11862395,22169511,2.47,0.37,2.10,"81,990",33.24,0.37,2.47,2
2024,5,24,11869595,22176314,1.77,0.67,1.10,"22,740",12.87,0.67,1.48,2
2024,5,24,11867165,22185444,1.12,0.00,1.12,"37,530",33.61,0.00,1.12,2
2024,5,24,13849705,22185448,0.18,0.00,0.18,"1,500",8.18,0.00,0.18,2
2024,5,24,11862175,22170030,1.12,0.58,0.53,"23,400",20.96,0.58,0.97,2
2024,5,25,11862175,22170030,3.77,0.60,3.17,"131,370",34.88,0.60,3.60,1
2024,5,25,11867325,22174819,2.22,0.17,2.05,"87,360",39.41,0.17,2.22,1
2024,5,25,11867325,22174819,1.65,0.17,1.48,"68,370",41.44,0.17,1.65,1
2024,5,25,11867185,22178502,2.95,0.70,2.25,"77,670",26.33,0.70,2.95,1
2024,5,25,13824055,22170038,1.35,0.67,0.68,"35,880",26.58,0.67,1.18,2
2024,5,27,13824055,22170038,1.22,0.33,0.88,"31,200",25.64,0.33,1.05,1
2024,5,27,11863585,22169324,2.90,0.35,2.55,"77,460",26.71,0.35,2.90,1
2024,5,27,11867295,22194046,2.65,0.72,1.93,"77,460",29.23,0.72,2.65,1
2024,5,27,11862165,22178118,1.48,0.22,1.27,"44,790",30.20,0.22,1.48,1
2024,5,27,11863585,22162881,2.48,0.33,2.15,"90,480",36.43,0.33,2.48,1
2024,5,27,11863585,22162881,1.72,0.00,1.72,"64,170",37.38,0.00,1.72,2
2024,5,27,11862175,22170031,2.45,0.65,1.80,"77,430",31.60,0.65,2.18,2
2024,5,27,11867325,22185445,2.73,0.88,1.85,"77,550",28.37,0.88,2.73,2
2024,5,27,13849125,22199140,0.35,0.17,0.18,"7,470",21.34,0.17,0.35,2
2024,5,27,11862395,22178121,3.10,1.15,1.95,"82,500",26.61,1.15,3.10,2
2024,5,27,13952325,22200191,0.15,0.00,0.15,"2,430",16.20,0.00,0.15,2
2024,5,27,13952345,22200192,0.58,0.57,0.02,"4,500",7.71,0.57,0.42,2
2024,5,28,13952345,22200192,0.37,0.17,0.20,"7,290",19.88,0.17,0.20,1
2024,5,28,13944935,22200582,1.10,0.95,0.15,"7,350",6.68,0.95,0.90,1
2024,5,28,13931985,22184322,0.88,0.00,0.88,"29,850",33.79,0.00,0.88,1
2024,5,28,13986725,22184323,0.33,0.00,0.33,"7,530",22.59,0.00,0.33,1
2024,5,28,11862075,22178117,2.05,0.17,1.88,"82,260",40.13,0.17,2.05,1
2024,5,28,13296715,22200580,0.18,0.00,0.18,"3,000",16.36,0.00,0.18,1
2024,5,28,13947195,22200583,0.12,0.00,0.12,"3,060",26.23,0.00,0.12,1
2024,5,28,17111925,22200591,0.77,0.28,0.48,"11,675",15.23,0.28,0.77,1
2024,5,28,12842125,22178131,0.50,0.00,0.50,"22,500",45.00,0.00,0.50,1
2024,5,28,11863315,22178125,1.42,0.17,1.25,"57,750",40.76,0.17,1.25,1
2024,5,28,11906065,22206425,0.90,0.45,0.45,"22,500",25.00,0.45,0.90,1
2024,5,28,13296015,22200578,1.75,0.47,1.28,"37,590",21.48,0.47,1.75,1
2024,5,28,14022595,22200584,0.23,0.00,0.23,"8,035",34.44,0.00,0.23,1
2024,5,28,14022595,22200584,1.05,0.52,0.53,"14,225",13.55,0.52,1.05,2
2024,5,28,11906015,22200574,1.43,0.00,1.43,"7,600",5.30,0.00,1.43,2
2024,5,28,14022605,22207791,0.67,0.00,0.67,"21,930",32.90,0.00,0.67,2
2024,5,28,12462525,22200577,0.42,0.00,0.42,"7,530",18.07,0.00,0.42,2
2024,5,28,11862375,22170050,2.18,0.25,1.93,"81,690",37.42,0.25,2.18,2
2024,5,28,11862435,22200570,0.63,0.17,0.47,"14,760",23.31,0.17,0.63,2
2024,5,28,12474085,22207423,1.18,0.50,0.68,"22,260",18.81,0.50,1.18,2
2024,5,28,11863325,22207420,0.55,0.30,0.25,"10,101",18.37,0.30,0.55,2
2024,5,28,11862995,22178123,2.37,0.32,2.05,"82,500",34.86,0.32,2.37,2
2024,5,28,11863315,22211473,1.55,0.52,1.03,"41,250",26.61,0.52,1.38,2
2024,5,29,11863315,22211473,2.63,1.43,1.20,"41,250",15.66,1.43,2.47,1
2024,5,29,13986735,22207425,0.75,0.42,0.33,"7,500",10.00,0.42,0.75,1
2024,5,29,11862375,22209641,2.58,0.63,1.95,"81,810",31.67,0.63,2.58,1
2024,5,29,14022555,22207426,1.75,0.00,1.75,"44,640",25.51,0.00,1.75,1
2024,5,29,13736205,22215422,0.43,0.00,0.43,"10,176",23.48,0.00,0.43,1
2024,5,29,11862395,22178122,2.50,0.83,1.67,"81,660",32.66,0.83,2.50,1
2024,5,29,13296015,22216159,0.05,0.00,0.05,"3,000",60.00,0.00,0.05,1
2024,5,29,13296015,22216159,3.00,1.62,1.38,"34,170",11.39,1.62,2.43,2
2024,5,29,11862115,22200569,0.63,0.17,0.47,"15,090",23.83,0.17,0.47,2
2024,5,29,11862145,22185443,0.25,0.00,0.25,"5,970",23.88,0.00,0.25,2
2024,5,29,11862015,22200567,0.23,0.00,0.23,"4,590",19.67,0.00,0.23,2
2024,5,29,11905965,22207422,0.12,0.00,0.12,"1,530",13.11,0.00,0.12,2
2024,5,29,11863235,22200572,0.60,0.28,0.32,"5,910",9.85,0.28,0.60,2
2024,5,29,11862165,22202153,2.62,0.32,2.30,"78,450",29.98,0.32,2.62,2
2024,5,29,11869705,22215827,0.67,0.42,0.25,"7,590",11.38,0.42,0.25,2
2024,5,29,11856075,22218857,1.03,0.35,0.68,"26,700",25.84,0.35,1.03,2
2024,5,29,11867325,22185447,1.88,0.65,1.23,"42,120",22.36,0.65,1.72,2
2024,5,30,11867325,22185447,1.93,0.43,1.50,"59,400",30.72,0.43,1.77,1
2024,5,30,11867185,22215825,2.67,0.87,1.80,"78,000",29.25,0.87,2.67,1
2024,5,30,11867185,22215826,2.62,0.60,2.02,"77,640",29.67,0.60,2.32,1
2024,5,30,11869645,22178129,3.53,0.72,2.82,"82,500",23.35,0.72,2.98,1
2024,5,30,11869645,22178129,0.98,0.00,0.98,"29,550",30.05,0.00,0.98,2
2024,5,30,11867325,22223847,2.42,0.55,1.87,"77,580",32.10,0.55,2.42,2
2024,5,30,11863585,22223985,2.93,1.05,1.88,"77,640",26.47,1.05,2.93,2
2024,5,30,11863025,22178124,3.28,1.07,2.22,"81,630",24.86,1.07,2.98,2
2024,5,30,12425015,22223987,0.27,0.00,0.27,"4,475",16.78,0.00,0.27,2
2024,5,30,13986725,22219398,0.28,0.00,0.28,"7,650",27.00,0.00,0.28,2
2024,5,30,13951355,22219392,0.68,0.23,0.45,"16,500",24.15,0.23,0.45,2
2024,5,30,14240325,22219399,0.22,0.17,0.05,"1,500",6.92,0.17,0.05,2
2024,5,31,14240325,22219399,1.13,0.50,0.63,"21,000",18.53,0.50,0.97,1
2024,5,31,13967355,22224365,1.67,0.00,1.67,"59,550",35.73,0.00,1.67,1
2024,5,31,13967405,22224367,0.37,0.20,0.17,"4,980",13.58,0.20,0.37,1
2024,5,31,11856125,22202080,0.57,0.22,0.35,"16,530",29.17,0.22,0.57,1
2024,5,31,13966925,22224256,1.63,0.00,1.63,"41,580",25.46,0.00,1.63,1
2024,5,31,11856085,22202079,0.55,0.00,0.55,"16,320",29.67,0.00,0.55,1
2024,5,31,13967355,22224366,1.73,0.17,1.57,"60,750",35.05,0.17,1.73,1
2024,5,31,11862375,22178120,2.35,0.65,1.70,"81,780",34.80,0.65,1.98,1
2024,5,31,17413755,22232664,0.27,0.00,0.27,"1,500",5.62,0.00,0.27,1
2024,5,31,13889905,22202155,0.38,0.00,0.38,"12,000",31.30,0.00,0.38,1
2024,5,31,13889905,22202155,0.48,0.00,0.48,"4,350",9.00,0.00,0.48,2
2024,5,31,14022505,22230826,1.02,0.72,0.30,"12,450",12.25,0.72,0.77,2
2024,5,31,13736205,22223988,0.28,0.15,0.13,"2,000",7.06,0.15,0.13,2
2024,5,31,11862995,22230828,2.25,0.35,1.90,"81,870",36.39,0.35,2.25,2
2024,5,31,13931985,22224792,0.42,0.00,0.42,"9,000",21.60,0.00,0.42,2
2024,5,31,11863585,22170032,4.33,1.28,3.05,"108,870",25.12,1.28,4.33,2
2024,5,31,11856145,22219400,1.00,0.38,0.62,"17,910",17.91,0.38,1.00,2
2024,5,31,11867185,22209466,1.28,0.80,0.48,"17,160",13.37,0.80,0.78,2
2024,6,3,11867185,22209466,1.97,0.17,1.80,"60,900",30.97,0.17,1.80,1
2024,6,3,11867205,22234011,1.97,0.62,1.35,"52,080",26.48,0.62,1.97,1
2024,6,3,13849125,22219403,1.02,0.00,1.02,"35,760",35.17,0.00,1.02,1
2024,6,3,11867295,22219401,1.27,0.42,0.85,"37,290",29.44,0.42,1.27,1
2024,6,3,11862165,22224776,0.32,0.00,0.32,"7,470",23.59,0.00,0.32,1
2024,6,3,11867325,22209643,3.52,1.53,1.98,"78,000",22.18,1.53,3.52,1
2024,6,3,17260275,22224796,0.60,0.25,0.35,"7,500",12.50,0.25,0.60,1
2024,6,3,17319805,22224797,0.03,0.00,0.03,"1,250",37.50,0.00,0.03,1
2024,6,3,17319805,22224797,0.83,0.58,0.25,"6,220",7.46,0.58,0.70,2
2024,6,3,13849705,22242030,0.12,0.00,0.12,"1,500",12.86,0.00,0.12,2
2024,6,3,11867325,22239683,1.45,0.22,1.23,"43,680",30.12,0.22,1.45,2
2024,6,3,11862375,22224779,2.43,0.53,1.90,"81,960",33.68,0.53,2.07,2
2024,6,3,11863325,22224781,1.52,0.83,0.68,"27,000",17.80,0.83,1.52,2
2024,6,3,13599145,22224791,0.98,0.17,0.82,"22,380",22.76,0.17,0.82,2
2024,6,3,11862185,22209640,1.93,0.00,1.93,"81,480",42.14,0.00,1.93,2
2024,6,3,17006875,22233896,0.60,0.47,0.13,"5,375",8.96,0.47,0.60,2
2024,6,3,11906015,22242786,1.18,0.57,0.62,"22,500",19.01,0.57,1.02,2
2024,6,4,11906015,22242786,0.37,0.00,0.37,"4,425",12.07,0.00,0.37,1
2024,6,4,17178205,22224795,0.42,0.40,0.02,"1,470",3.53,0.40,0.02,1
2024,6,4,17006885,22224794,1.03,0.82,0.22,"6,475",6.27,0.82,1.03,1
2024,6,4,11862015,22224773,0.35,0.00,0.35,"4,590",13.11,0.00,0.35,1
2024,6,4,11862145,22224775,1.23,0.18,1.05,"35,820",29.04,0.18,1.23,1
2024,6,4,11862115,22224774,0.72,0.25,0.47,"19,350",27.00,0.25,0.72,1
2024,6,4,11905965,22224789,0.08,0.00,0.08,"1,020",12.24,0.00,0.08,1
2024,6,4,11863235,22224780,2.67,1.13,1.53,"34,560",12.96,1.13,2.67,1
2024,6,4,11905945,22224787,0.23,0.00,0.23,"6,000",25.71,0.00,0.23,1
2024,6,4,17017235,22225072,1.08,0.42,0.67,"12,450",11.49,0.42,1.08,1
2024,6,4,11863005,22240848,0.20,0.00,0.20,"5,910",29.55,0.00,0.20,1
2024,6,4,13951325,22224793,0.65,0.00,0.65,"15,330",23.58,0.00,0.65,1
2024,6,4,11867185,22209642,1.57,0.22,1.35,"53,040",33.86,0.22,1.57,1
2024,6,4,11867185,22209642,0.80,0.25,0.55,"24,630",30.79,0.25,0.80,2
2024,6,4,11867325,22209644,2.47,0.62,1.85,"77,130",31.27,0.62,2.47,2
2024,6,4,11867325,22247996,6.35,2.28,4.07,"154,440",24.32,2.28,6.35,2
2024,6,4,11862175,22224778,1.52,0.42,1.10,"48,360",31.89,0.42,1.35,2
2024,6,5,11862175,22224778,1.58,0.83,0.75,"29,640",18.72,0.83,1.42,1
2024,6,5,11863585,22224782,3.13,0.97,2.17,"77,370",24.69,0.97,3.13,1
2024,6,5,11862165,22240869,0.87,0.25,0.62,"18,000",20.77,0.25,0.87,1
2024,6,5,12978225,22248292,0.55,0.40,0.15,"6,870",12.49,0.40,0.32,1
2024,6,5,11867325,22202154,3.03,1.18,1.85,"60,000",19.78,1.18,3.03,1
2024,6,5,11862395,22250310,1.55,1.23,0.32,"9,000",5.81,1.23,0.52,1
2024,6,5,11862395,22250310,1.70,0.25,1.45,"64,920",38.19,0.25,1.70,2
2024,6,5,13951355,22248294,0.28,0.17,0.12,"2,940",10.38,0.17,0.12,2
2024,6,5,13986725,22250312,0.73,0.00,0.73,"22,290",30.40,0.00,0.73,2
2024,6,5,11862305,22248300,0.47,0.22,0.25,"9,958",21.34,0.22,0.47,2
2024,6,5,11863315,22256686,2.27,0.15,2.12,"81,750",36.07,0.15,2.27,2
2024,6,5,13966475,22209645,1.50,0.58,0.92,"30,250",20.17,0.58,1.50,2
2024,6,5,11863025,11863025,2.10,0.00,2.10,"81,600",38.86,0.00,2.10,2
2024,6,5,13889905,22256701,0.78,0.27,0.52,"14,950",19.09,0.27,0.52,2
2024,6,5,11860775,22248284,0.72,0.00,0.72,"22,375",31.22,0.00,0.72,2
2024,6,5,14240325,22250080,0.48,0.17,0.32,"9,000",18.62,0.17,0.32,2
2024,6,6,14240325,22250080,0.55,0.00,0.55,"13,350",24.27,0.00,0.55,1
2024,6,6,11861965,22250078,2.32,0.00,2.32,"81,510",35.18,0.00,2.32,1
2024,6,6,11856125,22248283,0.80,0.33,0.47,"13,380",16.73,0.33,0.80,1
2024,6,6,12916725,22250311,3.02,1.87,1.15,"22,410",7.43,1.87,3.02,1
2024,6,6,11856085,22248282,0.90,0.33,0.57,"14,880",16.53,0.33,0.57,1
2024,6,6,17036325,22248412,0.67,0.55,0.12,"27,000",40.50,0.55,0.67,1
2024,6,6,11862015,22256674,0.68,0.25,0.43,"12,600",18.44,0.25,0.68,1
2024,6,6,11862115,22256676,0.65,0.00,0.65,"25,440",39.14,0.00,0.65,1
2024,6,6,11862145,22258211,0.13,0.00,0.13,"3,000",22.50,0.00,0.13,1
2024,6,6,11862005,22256673,0.03,0.03,0.00,"1,500",45.00,0.00,0.03,1
2024,6,6,11863235,22256685,0.93,0.15,0.78,"8,880",9.51,0.15,0.93,2
2024,6,6,11863015,22256681,0.68,0.17,0.52,"14,940",21.86,0.17,0.52,2
2024,6,6,11906175,22256693,1.33,0.55,0.78,"25,500",19.13,0.55,1.03,2
2024,6,6,11863315,22258922,2.30,0.00,2.30,"81,600",35.48,0.00,2.30,2
2024,6,6,11863045,22256682,0.82,0.33,0.48,"15,000",18.37,0.33,0.82,2
2024,6,6,17017575,22256708,0.50,0.00,0.50,"10,350",20.70,0.00,0.50,2
2024,6,6,12424845,22256695,0.23,0.00,0.23,"2,525",10.82,0.00,0.23,2
2024,6,6,13296015,22256699,2.60,0.20,2.40,"67,500",25.96,0.20,2.60,2
2024,6,6,13986735,22256705,0.17,0.00,0.17,"3,360",20.16,0.00,0.17,2
2024,6,6,17189885,22256711,0.28,0.00,0.28,"5,280",18.64,0.00,0.28,2
2024,6,6,11863045,22256683,0.65,0.33,0.32,"15,000",23.08,0.33,0.65,2
2024,6,6,13599145,22256700,0.50,0.17,0.33,"11,410",22.82,0.17,0.33,2
2024,6,7,13599145,22256700,2.85,0.95,1.90,"63,590",22.31,0.95,2.68,1
2024,6,7,17138595,22256710,1.37,0.87,0.50,"31,290",22.90,0.87,1.37,1
2024,6,7,13931945,22256703,0.15,0.00,0.15,"3,000",20.00,0.00,0.15,1
2024,6,7,11906065,22256692,0.38,0.18,0.20,"4,530",11.82,0.18,0.38,1
2024,6,7,11867325,22256737,2.50,0.77,1.73,"80,100",32.04,0.77,2.50,1
2024,6,7,11863185,22258403,3.47,2.07,1.40,"64,500",18.61,2.07,3.47,1
2024,6,7,11867295,22266097,1.75,0.42,1.33,"41,610",23.78,0.42,1.75,2
2024,6,7,11862175,22271521,2.80,0.00,2.80,"115,920",41.40,0.00,2.80,2
2024,6,7,11867185,22271522,3.23,1.05,2.18,"79,080",24.46,1.05,2.55,2
2024,6,7,12978225,22256698,0.38,0.27,0.12,"4,470",11.66,0.27,0.12,2
2024,6,7,11867325,22271523,2.95,1.05,1.90,"65,520",22.21,1.05,1.90,2
2024,6,10,11867325,22271523,4.23,2.48,1.75,"73,800",17.43,2.48,4.07,1
2024,6,10,17319805,22266099,0.55,0.20,0.35,"7,620",13.85,0.20,0.35,1
2024,6,10,11862075,22258913,3.77,1.03,2.73,"81,660",21.68,1.03,2.73,1
2024,6,10,13947205,22256704,0.10,0.00,0.10,"1,500",15.00,0.00,0.10,1
2024,6,10,12969685,22256697,1.43,1.15,0.28,"10,350",7.22,1.15,1.43,1
2024,6,10,17440165,22258382,0.63,0.00,0.63,"2,580",4.07,0.00,0.63,1
2024,6,10,11862085,22256675,1.83,0.35,1.48,"51,990",28.36,0.35,1.83,2
2024,6,10,12842265,22273117,0.78,0.00,0.78,"22,290",28.46,0.00,0.78,2
2024,6,10,12424705,22256694,0.27,0.00,0.27,"5,350",20.06,0.00,0.27,2
2024,6,10,12485595,22274811,3.03,0.88,2.15,"81,870",26.99,0.88,2.48,2
2024,6,10,14023025,22282498,0.18,0.00,0.18,"3,080",16.80,0.00,0.18,2
2024,6,10,14205355,22274816,0.78,0.50,0.28,"10,037",12.81,0.50,0.78,2
2024,6,10,17116385,22274819,1.33,0.58,0.75,"27,575",20.68,0.58,1.33,2
2024,6,10,11863025,22274807,1.93,0.00,1.93,"81,570",42.19,0.00,1.93,2
2024,6,10,14022555,22274812,0.88,0.42,0.47,"17,910",20.28,0.42,0.72,2
2024,6,11,14022555,22274812,0.87,0.60,0.27,"4,500",5.19,0.60,0.70,1
2024,6,11,11863045,22274808,0.87,0.00,0.87,"27,000",31.15,0.00,0.87,1
2024,6,11,13599145,22281967,2.62,0.17,2.45,"75,180",28.73,0.17,2.62,1
2024,6,11,14022605,22274813,0.72,0.00,0.72,"22,380",31.23,0.00,0.72,1
2024,6,11,17017215,22281544,2.50,1.87,0.63,"15,240",6.10,1.87,1.50,1
2024,6,11,11862055,22280655,1.87,0.00,1.87,"81,690",43.76,0.00,1.87,1
2024,6,11,12842265,22282497,1.13,0.57,0.57,"14,463",12.76,0.57,1.13,1
2024,6,11,17327275,22281546,0.12,0.00,0.12,"3,960",33.94,0.00,0.12,1
2024,6,11,17327275,22281546,0.58,0.38,0.20,"2,550",4.37,0.38,0.58,2
2024,6,11,13931985,22281543,1.43,0.17,1.27,"29,760",20.76,0.17,1.43,2
2024,6,11,17015255,22282460,0.35,0.13,0.22,"6,600",18.86,0.13,0.35,2
2024,6,11,14205355,22274817,0.75,0.33,0.42,"15,039",20.05,0.33,0.75,2
2024,6,11,13986735,22287772,0.32,0.00,0.32,"7,530",23.78,0.00,0.32,2
2024,6,11,11906065,22287770,0.62,0.00,0.62,"22,140",35.90,0.00,0.62,2
2024,6,11,14022975,22274814,0.40,0.00,0.40,"2,000",5.00,0.00,0.40,2
2024,6,11,11862375,22291069,2.92,0.88,2.03,"81,480",27.94,0.88,2.20,2
2024,6,11,12969685,22290056,0.58,0.00,0.58,"14,480",24.82,0.00,0.58,2
2024,6,11,11862265,22287768,1.25,0.00,1.25,"37,075",29.66,0.00,1.25,2
2024,6,11,12842115,22287784,0.63,0.20,0.43,"14,880",23.49,0.20,0.63,2
2024,6,11,11862325,22287780,0.43,0.28,0.15,"1,500",3.46,0.28,0.28,2
2024,6,11,14224515,22287774,0.72,0.33,0.38,"12,960",18.08,0.33,0.55,2
2024,6,12,14224515,22287774,0.37,0.17,0.20,"1,470",4.01,0.17,0.20,1
2024,6,12,17227075,22291823,1.20,0.62,0.58,"7,530",6.28,0.62,1.20,1
2024,6,12,11862145,22287777,0.57,0.00,0.57,"14,820",26.15,0.00,0.57,1
2024,6,12,11862115,22287775,1.67,0.25,1.42,"63,810",38.29,0.25,1.67,1
